time,P1,P2,P3,P4,P5,P6,P7,P8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.06842689041907836,0.012635972986777539,0.007886978157936375,0.5626046228067338,0.011955326855708964,0.02410356643077306,1.4160796947927585,0.6769502536447206
20.0,0.14909998607604294,0.03446303812180077,0.015161928509782166,1.0675158252505341,0.023386604468696955,0.4567622455095398,2.8025267147267483,1.2920025499148946
30.0,0.2746096710133233,0.08117935280130159,0.03558496639313647,1.4785460359776785,0.04898165470083985,1.3563836576674932,3.8737713775965115,1.7681815520261068
40.0,0.511960586876817,0.16797948772647572,0.23516680618044616,1.8131502387371634,0.20152668186859737,2.2054947551597497,4.653139873993391,2.125784076512617
50.0,0.8930955325589918,0.300026695317968,0.8100178068014525,2.085419070487693,0.5763612394329467,2.9310761287257003,5.186962975237501,2.392024097390008
60.0,1.3982982540047044,0.47358973662896653,1.6063988078509603,2.3024017953669054,1.0970094427641472,3.5207617405777705,5.531617688904894,2.5878652903548143
70.0,1.9725197730211022,0.6768155734952286,2.4217346636094406,2.4355722976082412,1.6473366921374046,3.868798887116285,5.740633046605214,2.7258491804271356
80.0,2.5234904066788864,0.8816491243348806,3.146958032582579,2.413640118827965,2.140579913256544,3.8142275083758683,5.85959337439074,2.81425332861832
90.0,2.937323588145143,1.0472361002928068,3.7232898911959365,2.24483826338882,2.519479025140215,3.4851612150904776,5.9243993115393305,2.8632753765303667
100.0,3.1459324019369834,1.1499625079701103,4.114698416493459,2.015415306826431,2.757187695302226,3.094285272591202,5.959993387747755,2.8871118489619727
110.0,3.1588201578456596,1.1928837253506768,4.302098099375884,1.7893568241775584,2.85211036895991,2.7363189102750165,5.9804955057379425,2.900267881297911
120.0,3.0353760406019963,1.1918597340410195,4.296492825246231,1.5974544689062986,2.824927608748752,2.4453447315736234,5.99158695010862,2.913510638417585
130.0,2.8417336400597786,1.1638225323429272,4.147049682149111,1.4541883437745118,2.7136325803012813,2.239075045381747,5.993940480909659,2.932686226337468
140.0,2.6270429806267854,1.122285471017467,3.9257336694687934,1.366490876649911,2.563238741815579,2.1321486775399756,5.986180773628516,2.9597272064873135
150.0,2.4211990702171606,1.0768855754495317,3.7048221915625734,1.3342555301941816,2.416518264699751,2.1353194298753664,5.966730925533974,2.9942599782628125
160.0,2.2406666907806954,1.0341310593562385,3.547225207529596,1.3470038870087782,2.310282505132716,2.2478490106505276,5.934657877314359,3.0348802951117255
170.0,2.093165498856898,0.9978750210929472,3.5034085926477077,1.3826630193022125,2.2736391757518426,2.4517561111654986,5.8898874578829155,3.079920527396424
180.0,1.9784149851041486,0.9690558248231426,3.5998501144484125,1.4123891706092397,2.3228200665670347,2.716246787956536,5.833100351452581,3.1278831875059256
190.0,1.887037664953997,0.9453078334196441,3.8266079842571825,1.4100507538276532,2.455731874865794,3.010574621044719,5.765476663817891,3.177738734483735
200.0,1.8029912049382812,0.9217718498460112,4.145909695734554,1.3621259377005162,2.654848701922407,3.3151109502756846,5.688365574096783,3.229124124915735
210.0,1.7117675352571797,0.8935697178283967,4.5148021335761594,1.2719069928067102,2.897083659375574,3.6231812156266554,5.602960936980555,3.282308812191752
220.0,1.608055946282853,0.8582719212292294,4.899295690038424,1.1540689957257886,3.1615603170684587,3.9341870174197044,5.510106239077122,3.3378602607647854
